"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"11-Aug-2022","EQ","794.55","798.55","771.60","790.55","773.00","773.45","777.39","889.00","650.20","3,371,339","2,620,849,930.05","81,761"
"10-Aug-2022","EQ","788.70","793.70","786.35","788.70","790.00","790.55","790.50","889.00","650.20","1,185,175","936,875,162.25","36,124"
"08-Aug-2022","EQ","781.50","793.90","781.00","784.80","789.25","788.70","788.67","889.00","650.20","947,150","746,992,599.35","33,547"
"08-Aug-2022","BL","784.80","784.80","784.80","804.05","784.80","784.80","784.80","804.05","784.80","749,000","587,815,200.00","1"
"05-Aug-2022","EQ","785.05","793.40","782.10","789.25","784.85","784.80","788.09","889.00","650.20","2,109,882","1,662,774,498.60","49,954"
"04-Aug-2022","EQ","792.30","798.00","781.10","812.75","788.00","789.25","790.40","889.00","650.20","15,358,133","12,139,130,476.15","117,350"
"03-Aug-2022","EQ","811.60","815.40","801.55","811.60","812.95","812.75","807.42","889.00","650.20","908,414","733,475,104.80","28,653"
"02-Aug-2022","EQ","813.00","826.00","806.25","811.10","808.10","811.60","817.44","889.00","650.20","2,161,684","1,767,041,521.90","57,515"
"01-Aug-2022","EQ","812.00","814.50","799.45","811.65","811.65","811.10","806.96","889.00","650.20","1,269,287","1,024,266,852.50","34,591"
"29-Jul-2022","EQ","809.00","814.70","803.80","806.60","811.05","811.65","809.33","889.00","650.20","867,439","702,041,267.00","29,620"
"28-Jul-2022","EQ","804.00","809.90","798.60","801.60","804.50","806.60","804.34","889.00","650.20","1,192,580","959,239,988.10","34,269"
"27-Jul-2022","EQ","790.00","803.70","787.05","790.85","802.00","801.60","796.83","889.00","650.20","1,056,918","842,183,694.50","29,564"
"26-Jul-2022","EQ","805.90","809.70","788.25","807.95","791.50","790.85","794.73","889.00","650.20","1,146,412","911,089,483.40","26,298"
"25-Jul-2022","BL","804.05","804.05","804.05","801.25","804.05","804.05","804.05","804.05","801.25","748,999","602,232,645.95","1"
"25-Jul-2022","EQ","804.05","813.80","801.25","804.05","805.90","807.95","806.62","889.00","650.20","940,240","758,418,047.45","30,272"
"22-Jul-2022","EQ","818.30","824.00","801.15","818.30","803.00","804.05","809.91","889.00","650.20","1,746,104","1,414,187,400.65","48,904"
"21-Jul-2022","EQ","795.00","820.65","793.35","795.00","818.50","818.30","810.05","889.00","650.20","2,245,980","1,819,362,493.65","73,749"
"20-Jul-2022","EQ","791.00","801.20","787.50","787.25","793.30","795.00","794.08","889.00","650.20","1,173,216","931,631,261.70","34,220"
"19-Jul-2022","EQ","790.90","793.35","784.20","794.35","788.00","787.25","787.88","889.00","650.20","1,184,051","932,885,673.35","40,603"
"18-Jul-2022","EQ","797.80","797.95","787.80","790.55","794.00","794.35","792.89","889.00","650.20","1,335,985","1,059,294,125.95","38,003"
"15-Jul-2022","EQ","766.25","792.65","766.25","765.85","790.90","790.55","785.44","889.00","650.20","3,002,946","2,358,645,907.90","66,460"
"14-Jul-2022","EQ","765.00","778.80","759.30","762.55","768.00","765.85","769.38","889.00","650.20","1,697,611","1,306,114,410.35","47,667"
"13-Jul-2022","EQ","758.00","768.00","757.00","756.45","762.90","762.55","762.87","889.00","650.20","697,646","532,210,316.90","23,993"
"12-Jul-2022","EQ","760.00","762.00","752.15","765.90","754.50","756.45","756.24","889.00","650.20","609,080","460,608,516.25","21,299"
"11-Jul-2022","EQ","761.55","770.00","758.40","761.40","764.00","765.90","764.70","889.00","650.20","1,287,117","984,260,088.60","27,228"
"08-Jul-2022","EQ","756.50","764.35","755.05","754.85","760.00","761.40","760.75","889.00","650.20","1,456,394","1,107,946,169.75","33,849"
"07-Jul-2022","EQ","753.00","759.60","750.00","749.95","752.00","754.85","755.52","889.00","650.20","2,064,199","1,559,536,717.85","36,548"
"06-Jul-2022","EQ","721.25","751.85","721.25","729.05","748.10","749.95","741.55","889.00","650.20","1,351,519","1,002,224,299.40","32,875"
"05-Jul-2022","EQ","732.00","739.25","726.10","730.15","727.30","729.05","733.39","889.00","650.20","1,367,769","1,003,112,850.85","41,039"
"04-Jul-2022","EQ","723.00","731.85","714.55","719.55","730.00","730.15","724.28","889.00","650.20","1,281,683","928,299,886.20","30,132"
"01-Jul-2022","EQ","700.00","722.95","697.00","706.35","721.50","719.55","711.11","889.00","650.20","954,981","679,093,344.55","27,711"
"30-Jun-2022","EQ","722.00","722.00","703.10","720.00","704.75","706.35","709.49","889.00","650.20","2,030,048","1,440,302,694.85","67,171"
"29-Jun-2022","EQ","730.05","743.80","716.00","736.85","718.40","720.00","730.61","889.00","650.20","1,741,451","1,272,323,001.90","48,279"
"28-Jun-2022","EQ","730.00","740.00","722.10","729.40","740.00","736.85","732.66","889.00","650.20","878,300","643,494,855.65","31,010"
"27-Jun-2022","EQ","735.10","737.10","724.50","729.00","730.00","729.40","731.21","889.00","650.20","695,465","508,528,762.75","24,387"
"24-Jun-2022","EQ","722.00","735.00","720.10","718.45","729.90","729.00","728.47","889.00","650.20","1,013,159","738,056,647.45","32,696"
"23-Jun-2022","EQ","710.00","719.70","706.75","708.95","718.00","718.45","712.93","889.00","650.20","714,841","509,630,698.95","30,049"
"22-Jun-2022","EQ","727.00","727.00","707.00","727.25","710.20","708.95","712.76","889.00","650.20","1,190,195","848,325,324.40","45,408"
"21-Jun-2022","EQ","720.00","733.00","720.00","716.85","727.00","727.25","727.48","889.00","650.20","816,577","594,042,104.85","22,771"
"20-Jun-2022","EQ","718.45","722.75","705.00","711.65","715.55","716.85","714.68","889.00","650.20","1,028,878","735,320,085.10","38,369"
"17-Jun-2022","EQ","723.05","728.50","708.80","724.95","713.00","711.65","715.82","889.00","650.20","1,329,315","951,548,467.90","49,016"
"16-Jun-2022","EQ","748.75","748.75","719.05","737.75","723.00","724.95","729.64","889.00","650.20","1,060,953","774,113,605.95","37,659"
"15-Jun-2022","EQ","739.00","746.45","732.50","735.85","736.60","737.75","738.04","889.00","650.20","842,942","622,125,589.55","24,522"
"14-Jun-2022","EQ","734.00","749.00","731.65","735.95","736.90","735.85","739.72","889.00","650.20","1,209,734","894,867,777.75","36,525"
"13-Jun-2022","EQ","752.00","754.15","726.00","756.60","739.95","735.95","740.22","889.00","650.20","1,455,794","1,077,607,754.05","48,463"
"10-Jun-2022","EQ","750.00","771.40","747.05","754.40","757.00","756.60","759.82","889.00","650.20","3,230,970","2,454,949,841.85","81,771"
"09-Jun-2022","EQ","749.00","759.20","742.30","757.15","754.00","754.40","752.82","889.00","650.20","882,672","664,490,988.15","28,821"
"08-Jun-2022","EQ","754.35","764.85","739.10","756.60","756.85","757.15","752.68","889.00","650.20","2,461,233","1,852,530,039.65","50,762"
"07-Jun-2022","EQ","762.00","762.00","746.10","763.65","754.00","756.60","752.97","889.00","650.20","1,346,609","1,013,955,376.25","28,672"
"06-Jun-2022","EQ","756.75","770.00","745.30","753.90","766.40","763.65","758.82","889.00","650.20","1,441,390","1,093,759,238.95","27,940"
"03-Jun-2022","EQ","760.00","771.00","752.05","758.25","754.50","753.90","759.24","889.00","650.20","1,747,685","1,326,920,822.45","34,297"
"02-Jun-2022","EQ","757.00","760.50","747.00","761.10","757.65","758.25","754.41","889.00","650.20","630,109","475,360,426.60","27,214"
"01-Jun-2022","EQ","760.00","780.50","757.75","759.75","762.00","761.10","767.53","889.00","650.20","1,641,729","1,260,080,265.75","41,880"
"31-May-2022","EQ","753.00","779.95","743.00","750.15","774.00","759.75","758.12","889.00","650.20","6,125,585","4,643,944,815.80","58,646"
"30-May-2022","EQ","731.00","753.00","729.10","725.45","750.00","750.15","744.36","889.00","650.20","1,145,649","852,777,464.50","31,347"
"27-May-2022","EQ","730.00","731.60","722.60","722.25","727.00","725.45","726.50","889.00","638.50","1,039,408","755,133,156.85","40,860"
"26-May-2022","EQ","722.30","724.85","698.00","716.20","722.55","722.25","712.02","889.00","638.50","1,339,748","953,930,660.55","45,747"
"25-May-2022","EQ","719.70","723.95","710.05","715.15","720.45","716.20","716.81","889.00","638.50","822,598","589,648,229.80","23,916"
"24-May-2022","EQ","735.00","738.00","710.00","729.70","716.95","715.15","717.86","889.00","638.50","1,513,724","1,086,640,403.55","37,769"
"23-May-2022","EQ","745.00","748.75","728.05","739.60","730.10","729.70","736.99","889.00","638.50","970,827","715,491,031.95","29,711"
"20-May-2022","EQ","735.00","742.75","731.40","721.30","739.95","739.60","738.99","889.00","638.50","1,205,301","890,701,792.05","34,893"
"19-May-2022","EQ","745.00","746.45","718.65","754.30","722.30","721.30","730.10","889.00","638.50","1,504,820","1,098,667,279.95","57,033"
"18-May-2022","EQ","736.85","757.90","733.80","734.25","757.00","754.30","748.89","889.00","638.50","2,750,146","2,059,559,190.10","64,516"
"17-May-2022","EQ","737.00","742.75","721.05","735.50","737.50","734.25","730.39","889.00","638.50","2,536,701","1,852,787,273.45","67,113"
"16-May-2022","EQ","739.00","744.45","730.00","737.60","735.00","735.50","735.86","889.00","638.50","829,085","610,088,338.85","23,115"
"13-May-2022","EQ","747.00","761.25","735.05","738.05","735.65","737.60","749.39","889.00","621.00","1,481,400","1,110,151,666.50","49,063"
"12-May-2022","EQ","742.00","748.00","728.00","744.10","741.00","738.05","735.70","889.00","621.00","1,488,552","1,095,133,918.75","50,389"
"11-May-2022","EQ","745.80","758.80","738.00","745.80","745.65","744.10","747.04","889.00","621.00","1,287,768","962,017,912.25","45,448"
"10-May-2022","EQ","759.45","772.45","743.05","758.25","746.00","745.80","757.61","889.00","621.00","1,326,184","1,004,732,158.15","46,950"
"09-May-2022","EQ","763.00","768.00","754.00","764.95","757.50","758.25","760.04","889.00","621.00","1,742,459","1,324,334,385.65","43,767"
"06-May-2022","EQ","770.00","778.50","762.95","776.35","763.00","764.95","769.49","889.00","614.00","2,003,395","1,541,584,980.65","55,818"
"05-May-2022","EQ","810.00","812.00","772.50","803.30","779.25","776.35","785.12","889.00","614.00","5,079,723","3,988,216,837.90","115,139"
"04-May-2022","EQ","824.40","832.00","800.80","824.40","805.40","803.30","817.03","889.00","614.00","1,817,504","1,484,950,937.85","58,671"
"02-May-2022","EQ","823.30","828.65","810.00","823.75","823.00","824.40","820.45","889.00","614.00","1,439,813","1,181,296,725.10","47,962"
"29-Apr-2022","EQ","815.00","835.25","813.00","811.65","824.35","823.75","826.41","889.00","614.00","2,268,921","1,875,063,107.55","57,689"
"28-Apr-2022","EQ","810.85","819.00","799.60","798.60","811.00","811.65","809.25","889.00","614.00","1,802,590","1,458,739,853.15","49,004"
"27-Apr-2022","EQ","814.90","817.85","796.30","822.05","798.95","798.60","804.72","889.00","614.00","1,186,809","955,051,021.75","42,567"
"26-Apr-2022","EQ","798.25","824.35","795.00","792.75","821.00","822.05","816.49","889.00","614.00","1,285,209","1,049,357,625.10","35,081"
"25-Apr-2022","EQ","802.00","809.90","789.55","815.60","794.60","792.75","797.07","889.00","614.00","1,193,621","951,394,514.30","38,720"
"22-Apr-2022","EQ","818.00","821.60","803.10","820.05","811.60","815.60","812.91","889.00","614.00","1,880,668","1,528,805,348.50","47,740"
"21-Apr-2022","EQ","812.00","822.00","804.25","810.45","818.95","820.05","815.19","889.00","614.00","1,344,250","1,095,817,569.60","40,579"
"20-Apr-2022","EQ","800.00","813.45","792.10","791.35","810.10","810.45","804.24","889.00","614.00","1,522,453","1,224,414,775.90","43,214"
"19-Apr-2022","EQ","825.00","836.85","784.85","822.30","788.00","791.35","815.41","889.00","614.00","2,460,482","2,006,301,435.80","69,159"
"18-Apr-2022","EQ","816.20","824.90","809.00","817.60","822.50","822.30","817.22","889.00","614.00","1,480,954","1,210,261,049.70","50,018"
"13-Apr-2022","EQ","812.10","823.50","811.05","812.10","816.20","817.60","817.72","889.00","614.00","1,036,739","847,763,791.10","35,694"
"12-Apr-2022","EQ","821.50","822.85","802.55","821.50","811.55","812.10","811.01","889.00","614.00","1,193,490","967,932,308.50","37,121"
"11-Apr-2022","EQ","817.70","824.00","809.50","817.70","821.80","821.50","819.09","889.00","614.00","1,231,236","1,008,491,383.20","38,627"
"08-Apr-2022","EQ","810.50","819.85","804.00","804.90","817.50","817.70","813.69","889.00","614.00","1,406,219","1,144,222,095.25","46,981"
"07-Apr-2022","EQ","809.00","818.30","802.05","809.25","805.00","804.90","811.62","889.00","614.00","1,965,237","1,595,031,652.75","56,194"
"06-Apr-2022","EQ","810.45","812.50","797.05","806.65","807.40","809.25","806.16","889.00","614.00","2,004,175","1,615,684,567.70","58,279"
"05-Apr-2022","EQ","791.00","810.00","788.20","788.10","804.00","806.65","799.45","889.00","614.00","2,912,280","2,328,209,048.50","67,012"
"04-Apr-2022","EQ","792.00","795.00","781.75","789.80","787.00","788.10","787.49","889.00","614.00","1,565,651","1,232,937,389.45","46,695"
"01-Apr-2022","EQ","779.95","792.50","779.00","777.40","788.25","789.80","787.90","889.00","614.00","3,082,307","2,428,557,379.75","65,026"
"31-Mar-2022","EQ","767.95","780.00","765.90","765.85","777.30","777.40","775.76","889.00","614.00","2,892,133","2,243,596,371.70","72,973"
"30-Mar-2022","EQ","750.00","782.75","749.00","743.20","765.50","765.85","770.45","889.00","614.00","8,328,100","6,416,402,252.80","176,864"
"29-Mar-2022","EQ","742.00","747.75","735.60","741.25","741.00","743.20","742.11","889.00","614.00","985,708","731,499,907.90","45,488"
"28-Mar-2022","EQ","734.00","746.20","728.15","733.35","738.90","741.25","737.26","889.00","614.00","1,833,105","1,351,480,865.75","58,661"
"25-Mar-2022","EQ","740.00","740.00","708.60","740.50","734.00","733.35","727.55","889.00","596.25","2,968,621","2,159,830,064.90","68,050"
"24-Mar-2022","EQ","748.00","751.60","738.70","748.80","739.85","740.50","744.10","889.00","596.25","1,179,087","877,352,919.20","37,679"
"23-Mar-2022","EQ","759.50","760.00","745.10","752.90","748.00","748.80","751.42","889.00","596.25","1,103,251","829,005,855.20","32,041"
"22-Mar-2022","EQ","750.00","758.00","731.40","747.80","753.00","752.90","743.44","889.00","596.25","3,047,970","2,265,984,243.45","67,096"
"21-Mar-2022","EQ","772.00","773.85","745.30","772.30","748.50","747.80","756.94","889.00","596.25","1,889,226","1,430,034,788.20","49,793"
"17-Mar-2022","EQ","758.00","774.45","754.25","747.85","772.00","772.30","768.51","889.00","577.05","3,099,238","2,381,804,161.50","83,399"
"16-Mar-2022","EQ","754.00","755.55","740.60","748.60","747.70","747.85","747.04","889.00","577.05","1,959,778","1,464,036,115.05","53,518"
"15-Mar-2022","EQ","724.00","774.00","723.75","722.25","748.90","748.60","755.39","889.00","577.05","9,386,502","7,090,503,323.10","185,383"
"14-Mar-2022","EQ","720.00","724.00","709.65","716.45","720.50","722.25","719.84","889.00","577.05","1,584,725","1,140,750,206.30","44,145"
"11-Mar-2022","EQ","724.30","726.05","707.45","724.20","716.00","716.45","713.16","889.00","577.05","2,305,707","1,644,336,069.90","60,692"
"10-Mar-2022","EQ","705.55","727.50","705.55","699.15","721.00","724.20","719.09","889.00","577.05","2,574,455","1,851,258,258.95","68,975"
"09-Mar-2022","EQ","685.00","705.90","678.30","683.70","699.90","699.15","697.28","889.00","577.05","1,920,634","1,339,217,832.00","46,028"
"08-Mar-2022","EQ","659.00","687.75","658.00","659.85","685.00","683.70","672.58","889.00","577.05","2,850,859","1,917,423,220.20","73,152"
"07-Mar-2022","EQ","659.00","673.50","650.20","669.95","662.00","659.85","661.97","889.00","577.05","2,137,318","1,414,831,292.15","79,237"
"04-Mar-2022","EQ","688.40","688.40","657.50","687.05","669.75","669.95","669.92","889.00","577.05","2,833,168","1,897,992,926.30","85,030"
"03-Mar-2022","EQ","712.15","718.75","684.55","711.00","688.75","687.05","699.53","889.00","577.05","2,112,330","1,477,647,291.00","64,170"
"02-Mar-2022","EQ","711.95","718.60","701.55","718.60","710.00","711.00","708.84","889.00","577.05","1,938,441","1,374,037,846.00","56,272"
"28-Feb-2022","EQ","699.50","720.80","694.55","709.50","716.00","718.60","711.40","889.00","577.05","1,935,344","1,376,804,290.20","45,262"
"25-Feb-2022","EQ","690.00","713.35","685.60","677.70","708.95","709.50","706.48","889.00","577.05","1,771,881","1,251,795,077.60","58,832"
"24-Feb-2022","EQ","699.00","714.55","674.05","723.25","676.20","677.70","693.05","889.00","577.05","3,091,298","2,142,422,939.80","90,992"
"23-Feb-2022","EQ","715.00","731.20","714.10","715.20","721.60","723.25","725.55","889.00","577.05","1,816,654","1,318,081,848.15","45,832"
"22-Feb-2022","EQ","690.00","716.90","690.00","713.20","713.35","715.20","708.44","889.00","577.05","1,861,977","1,319,100,228.85","48,728"
"21-Feb-2022","EQ","710.50","721.35","704.50","717.50","712.00","713.20","713.07","889.00","577.05","1,542,807","1,100,128,641.25","31,271"
"18-Feb-2022","EQ","715.60","724.60","712.20","720.35","717.45","717.50","717.45","889.00","577.05","1,686,289","1,209,820,971.00","42,193"
"17-Feb-2022","EQ","701.50","726.15","701.50","701.00","720.00","720.35","717.20","889.00","577.05","3,442,092","2,468,684,694.55","67,010"
"16-Feb-2022","EQ","705.50","708.35","696.05","702.00","698.50","701.00","702.39","889.00","577.05","1,217,196","854,946,482.25","37,081"
"15-Feb-2022","EQ","693.00","706.00","689.15","694.30","701.70","702.00","700.02","889.00","577.05","2,209,622","1,546,772,306.35","57,809"
"14-Feb-2022","EQ","689.00","700.80","684.05","701.00","690.10","694.30","693.61","889.00","577.05","2,069,409","1,435,371,330.15","78,185"
"11-Feb-2022","EQ","695.00","703.10","690.00","706.70","702.00","701.00","696.64","889.00","577.05","2,013,324","1,402,555,408.75","73,823"
"10-Feb-2022","EQ","706.25","711.00","699.00","700.20","705.60","706.70","706.80","889.00","577.05","1,770,292","1,251,247,720.75","71,319"
"09-Feb-2022","EQ","706.00","709.00","696.55","697.10","701.45","700.20","702.41","889.00","577.05","2,206,837","1,550,108,798.55","41,971"
"08-Feb-2022","EQ","705.10","710.00","691.35","704.80","696.65","697.10","698.40","889.00","577.05","2,410,446","1,683,450,108.90","66,944"
"07-Feb-2022","EQ","729.00","736.75","702.05","733.80","705.40","704.80","714.71","889.00","577.05","1,908,753","1,364,202,909.65","64,955"
"04-Feb-2022","EQ","741.00","746.55","722.20","738.10","732.50","733.80","732.65","889.00","554.35","1,931,658","1,415,238,620.80","62,799"
"03-Feb-2022","EQ","750.00","769.00","733.35","742.45","734.95","738.10","751.51","889.00","554.35","8,154,082","6,127,838,052.60","189,655"
"02-Feb-2022","EQ","741.60","744.90","734.60","736.10","741.85","742.45","740.39","889.00","554.35","1,771,997","1,311,975,205.45","44,828"
"01-Feb-2022","EQ","732.00","739.00","717.05","727.30","737.90","736.10","730.43","889.00","554.35","2,063,749","1,507,418,980.10","49,817"
"31-Jan-2022","EQ","726.00","736.95","722.05","717.90","727.00","727.30","728.76","889.00","554.35","1,682,459","1,226,113,120.55","61,126"
"28-Jan-2022","EQ","706.50","729.90","706.50","705.95","718.50","717.90","722.87","889.00","554.25","2,074,152","1,499,349,045.15","67,547"
"27-Jan-2022","EQ","700.00","709.50","687.50","707.75","706.50","705.95","701.86","889.00","554.25","3,118,535","2,188,764,789.70","104,651"
"25-Jan-2022","EQ","690.00","709.95","675.00","691.45","708.20","707.75","698.15","889.00","554.25","2,030,546","1,417,629,179.65","87,255"
"24-Jan-2022","EQ","725.00","725.00","688.50","726.55","691.55","691.45","698.91","889.00","554.25","3,114,690","2,176,877,984.95","90,187"
"21-Jan-2022","EQ","721.00","742.95","712.00","723.45","724.65","726.55","732.62","889.00","554.25","4,854,277","3,556,355,179.10","141,479"
"20-Jan-2022","EQ","728.05","746.25","717.20","717.65","726.05","723.45","729.97","889.00","554.25","5,297,725","3,867,198,728.45","155,322"
"19-Jan-2022","EQ","734.95","738.00","714.00","731.45","719.00","717.65","719.46","889.00","554.25","2,426,249","1,745,577,388.25","80,682"
"18-Jan-2022","EQ","763.80","770.00","728.40","765.10","734.95","731.45","745.95","889.00","554.25","2,674,149","1,994,784,912.70","75,099"
"17-Jan-2022","EQ","768.00","771.35","759.25","762.50","764.10","765.10","765.55","889.00","554.25","1,857,366","1,421,914,511.30","58,079"
"14-Jan-2022","EQ","730.20","777.00","727.00","730.20","760.80","762.50","761.63","889.00","554.25","8,733,345","6,651,540,701.20","162,032"
"13-Jan-2022","EQ","737.00","739.45","723.60","736.10","731.30","730.20","728.24","889.00","554.25","1,604,671","1,168,579,415.80","64,409"
"12-Jan-2022","EQ","743.00","743.30","733.15","738.65","735.60","736.10","735.96","889.00","554.25","1,817,215","1,337,389,759.40","49,795"
"11-Jan-2022","EQ","736.45","743.60","730.75","731.90","737.00","738.65","737.18","889.00","554.25","1,905,347","1,404,581,526.30","50,163"
"10-Jan-2022","EQ","740.45","743.00","731.00","736.10","733.20","731.90","735.81","889.00","554.25","1,592,097","1,171,473,704.75","35,250"
"07-Jan-2022","EQ","725.45","744.65","725.05","725.45","738.15","736.10","735.54","889.00","554.25","2,107,056","1,549,826,803.65","44,501"
"06-Jan-2022","EQ","733.00","734.95","722.55","733.60","726.40","725.45","726.94","889.00","554.25","2,077,754","1,510,399,339.80","59,362"
"05-Jan-2022","EQ","740.25","743.50","726.50","738.85","733.50","733.60","731.26","889.00","554.25","2,076,552","1,518,495,970.40","55,714"
"04-Jan-2022","EQ","752.00","756.70","731.05","748.00","739.00","738.85","737.66","889.00","554.25","2,352,482","1,735,322,861.20","58,936"
"03-Jan-2022","EQ","747.00","749.40","740.00","743.45","749.00","748.00","746.26","889.00","554.25","925,699","690,816,385.25","29,884"
"31-Dec-2021","EQ","730.00","745.00","729.05","728.00","743.60","743.45","739.12","889.00","554.25","865,277","639,544,138.20","25,110"
"30-Dec-2021","EQ","729.00","737.85","725.30","726.65","729.10","728.00","731.54","889.00","554.25","2,230,935","1,632,015,641.50","50,679"
"29-Dec-2021","EQ","728.00","728.90","720.00","726.95","724.85","726.65","725.07","889.00","554.25","783,940","568,414,821.15","25,332"
"28-Dec-2021","EQ","722.30","729.55","719.40","718.50","726.00","726.95","725.49","889.00","554.25","819,253","594,356,564.00","25,640"
"27-Dec-2021","EQ","710.00","724.50","706.75","718.95","719.90","718.50","715.38","889.00","554.25","691,930","494,992,008.20","27,459"
"24-Dec-2021","EQ","729.00","729.00","714.00","726.75","718.00","718.95","720.02","889.00","551.00","931,510","670,704,481.75","26,621"
"23-Dec-2021","EQ","720.00","729.60","712.25","714.95","726.00","726.75","720.22","889.00","551.00","1,095,354","788,897,689.55","34,086"
"22-Dec-2021","EQ","706.20","717.55","703.80","705.70","713.65","714.95","710.55","889.00","551.00","1,035,751","735,948,476.05","34,750"
"21-Dec-2021","EQ","710.55","725.60","704.80","709.55","704.95","705.70","710.67","889.00","551.00","2,695,789","1,915,814,927.65","46,076"
"20-Dec-2021","EQ","717.45","719.55","696.60","726.35","709.45","709.55","706.39","889.00","551.00","2,520,192","1,780,226,296.15","86,980"
"17-Dec-2021","EQ","738.00","738.80","721.05","740.25","725.00","726.35","727.06","889.00","551.00","1,693,819","1,231,504,279.60","61,632"
"16-Dec-2021","EQ","747.00","750.00","735.30","746.30","742.50","740.25","739.80","889.00","551.00","1,452,909","1,074,864,413.95","59,908"
"15-Dec-2021","EQ","742.00","750.50","735.20","739.50","745.90","746.30","744.05","889.00","551.00","1,676,700","1,247,547,034.60","50,302"
